listing_id,neighbourhood,room_type,price_per_night,availability_365,number_of_reviews,reviews_per_month,occupancy_rate,estimated_monthly_revenue
10323,Centro Historico,Entire home/apt,265,88,56,4.65,0.7589041095890411,6033.287671232877
10324,Polanco,Entire home/apt,87,81,179,4.41,0.7780821917808219,2030.7945205479452
10325,Del Valle,Private room,267,272,231,4.78,0.2547945205479452,2040.9041095890411
10326,Del Valle,Entire home/apt,192,200,342,1.62,0.4520547945205479,2603.835616438356
10327,Condesa,Entire home/apt,55,72,476,5.32,0.8027397260273973,1324.5205479452056
10328,Juarez,Entire home/apt,87,21,575,0.82,0.9424657534246575,2459.8356164383563
10329,Narvarte,Entire home/apt,248,150,454,2.02,0.589041095890411,4382.465753424658
10330,Narvarte,Private room,65,263,231,3.52,0.27945205479452057,544.9315068493152
10331,Roma Norte,Private room,217,52,288,0.62,0.8575342465753425,5582.54794520548
10332,Roma Norte,Entire home/apt,57,26,212,4.38,0.9287671232876712,1588.1917808219177
10333,Centro Historico,Entire home/apt,66,72,257,2.32,0.8027397260273973,1589.4246575342465
10334,Condesa,Private room,108,262,529,4.71,0.2821917808219178,914.3013698630137
10335,Del Valle,Private room,44,301,228,2.96,0.17534246575342466,231.45205479452056
10336,Narvarte,Entire home/apt,88,17,225,1.09,0.9534246575342465,2517.041095890411
10337,Coyoacan,Entire home/apt,86,334,595,4.41,0.08493150684931507,219.12328767123287
10338,Condesa,Entire home/apt,182,99,434,1.51,0.7287671232876712,3979.068493150685
10339,Centro Historico,Private room,194,217,401,2.94,0.4054794520547945,2359.890410958904
10340,Centro Historico,Entire home/apt,48,301,87,0.45,0.17534246575342466,252.49315068493152
10341,Condesa,Private room,212,293,583,3.71,0.19726027397260273,1254.5753424657535
10342,Centro Historico,Entire home/apt,87,127,541,4.0,0.6520547945205479,1701.86301369863
10343,Condesa,Entire home/apt,56,358,308,2.27,0.019178082191780823,32.21917808219178
10344,Polanco,Entire home/apt,64,184,342,5.73,0.4958904109589041,952.1095890410959
10345,Condesa,Entire home/apt,225,85,435,5.25,0.7671232876712328,5178.082191780822
10346,Juarez,Entire home/apt,294,110,176,4.25,0.6986301369863014,6161.917808219178
10347,Condesa,Entire home/apt,239,160,138,4.28,0.5616438356164384,4026.986301369863
10348,Centro Historico,Entire home/apt,93,279,193,1.51,0.2356164383561644,657.3698630136986
10349,Narvarte,Private room,298,80,185,3.94,0.7808219178082192,6980.54794520548
10350,Juarez,Entire home/apt,46,189,217,1.19,0.4821917808219178,665.4246575342466
10351,Centro Historico,Entire home/apt,153,133,163,0.86,0.6356164383561644,2917.479452054795
10352,Roma Norte,Private room,282,302,160,6.0,0.1726027397260274,1460.2191780821918
10353,Roma Norte,Private room,161,294,524,3.73,0.19452054794520549,939.5342465753425
10354,Narvarte,Private room,109,204,41,2.59,0.4410958904109589,1442.3835616438357
10355,Narvarte,Private room,238,237,209,1.73,0.3506849315068493,2503.8904109589043
10356,Juarez,Entire home/apt,83,284,274,3.62,0.2219178082191781,552.5753424657535
10357,Polanco,Entire home/apt,113,115,278,0.3,0.684931506849315,2321.917808219178
10358,Narvarte,Private room,275,30,250,0.57,0.9178082191780822,7571.917808219178
10359,Roma Norte,Entire home/apt,188,73,309,0.2,0.8,4512.0
10360,Condesa,Entire home/apt,130,174,139,3.0,0.5232876712328767,2040.821917808219
10361,Centro Historico,Private room,248,36,545,3.6,0.9013698630136986,6706.191780821918
10362,Roma Norte,Entire home/apt,243,320,529,0.37,0.1232876712328767,898.7671232876712
10363,Roma Norte,Entire home/apt,122,294,56,4.33,0.19452054794520549,711.945205479452
10364,Polanco,Entire home/apt,298,157,111,1.38,0.5698630136986301,5094.575342465753
10365,Juarez,Entire home/apt,191,290,4,4.11,0.2054794520547945,1177.3972602739725
10366,Juarez,Entire home/apt,190,335,409,5.89,0.0821917808219178,468.4931506849315
10367,Del Valle,Entire home/apt,173,328,413,4.15,0.10136986301369863,526.1095890410959
10368,Polanco,Private room,155,173,181,5.3,0.5260273972602739,2446.0273972602736
10369,Condesa,Entire home/apt,99,233,12,5.69,0.36164383561643837,1074.0821917808219
10370,Juarez,Entire home/apt,141,281,338,2.92,0.23013698630136986,973.4794520547945
10371,Centro Historico,Private room,181,155,258,4.21,0.5753424657534246,3124.1095890410957
10372,Narvarte,Private room,171,39,89,5.11,0.8931506849315068,4581.86301369863
10373,Polanco,Private room,196,54,249,2.14,0.852054794520548,5010.0821917808225
10374,Narvarte,Private room,134,284,254,1.57,0.2219178082191781,892.1095890410959
10375,Roma Norte,Entire home/apt,175,43,587,5.68,0.8821917808219178,4631.506849315068
10376,Centro Historico,Entire home/apt,117,150,107,4.36,0.589041095890411,2067.5342465753424
10377,Centro Historico,Entire home/apt,211,327,593,1.32,0.10410958904109589,659.013698630137
10378,Roma Norte,Entire home/apt,232,230,588,2.69,0.3698630136986301,2574.246575342466
10379,Polanco,Entire home/apt,146,31,484,4.78,0.915068493150685,4008.0
10380,Roma Norte,Entire home/apt,90,189,257,3.28,0.4821917808219178,1301.9178082191781
10381,Narvarte,Private room,213,338,281,3.9,0.07397260273972603,472.68493150684935
10382,Del Valle,Entire home/apt,220,240,87,4.52,0.3424657534246575,2260.2739726027394
10383,Centro Historico,Entire home/apt,252,47,203,3.73,0.8712328767123287,6586.520547945205
10384,Coyoacan,Entire home/apt,251,79,15,3.24,0.7835616438356164,5900.219178082192
10385,Coyoacan,Entire home/apt,154,125,150,4.5,0.6575342465753424,3037.808219178082
10386,Narvarte,Entire home/apt,209,248,253,4.37,0.32054794520547947,2009.8356164383563
10387,Condesa,Private room,57,344,187,3.78,0.057534246575342465,98.38356164383562
10388,Juarez,Entire home/apt,247,157,328,2.16,0.5698630136986301,4222.684931506849
10389,Roma Norte,Entire home/apt,269,18,543,2.43,0.9506849315068493,7672.027397260274
10390,Roma Norte,Entire home/apt,47,297,396,5.82,0.1863013698630137,262.68493150684935
10391,Condesa,Private room,135,59,516,0.67,0.8383561643835616,3395.3424657534247
10392,Condesa,Entire home/apt,58,347,458,1.61,0.049315068493150684,85.80821917808218
10393,Narvarte,Entire home/apt,45,14,329,2.95,0.9616438356164384,1298.2191780821918
10394,Narvarte,Entire home/apt,128,352,168,5.02,0.03561643835616438,136.76712328767124
10395,Condesa,Entire home/apt,235,135,365,0.98,0.6301369863013698,4442.465753424657
10396,Centro Historico,Private room,55,84,177,1.66,0.7698630136986301,1270.2739726027396
10397,Narvarte,Private room,245,174,361,0.39,0.5232876712328767,3846.1643835616437
10398,Del Valle,Entire home/apt,174,287,39,4.24,0.2136986301369863,1115.5068493150686
10399,Narvarte,Private room,135,333,415,1.43,0.08767123287671233,355.06849315068496
10400,Roma Norte,Private room,62,309,354,2.33,0.15342465753424658,285.36986301369865
10401,Narvarte,Entire home/apt,75,299,254,2.66,0.18082191780821918,406.8493150684932
10402,Centro Historico,Private room,180,86,142,5.35,0.7643835616438356,4127.671232876713
10403,Condesa,Entire home/apt,290,307,576,2.47,0.1589041095890411,1382.4657534246576
10404,Roma Norte,Entire home/apt,261,146,10,0.87,0.6,4698.0
10405,Narvarte,Entire home/apt,270,115,25,3.15,0.684931506849315,5547.945205479452
10406,Centro Historico,Private room,47,104,420,5.78,0.7150684931506849,1008.2465753424657
10407,Del Valle,Entire home/apt,244,144,220,3.65,0.6054794520547945,4432.109589041095
10408,Narvarte,Private room,263,77,495,5.9,0.7890410958904109,6225.534246575342
10409,Centro Historico,Private room,134,156,236,5.05,0.5726027397260274,2301.86301369863
10410,Del Valle,Entire home/apt,65,168,236,0.22,0.5397260273972603,1052.4657534246576
10411,Condesa,Private room,50,172,218,3.95,0.5287671232876713,793.1506849315069
10412,Narvarte,Entire home/apt,171,350,486,1.72,0.0410958904109589,210.82191780821915
10413,Del Valle,Entire home/apt,200,198,460,3.36,0.4575342465753425,2745.205479452055
10414,Roma Norte,Private room,134,348,143,1.68,0.04657534246575343,187.2328767123288
10415,Condesa,Entire home/apt,143,104,188,2.09,0.7150684931506849,3067.643835616438
10416,Roma Norte,Private room,207,190,254,5.54,0.4794520547945205,2977.3972602739723
10417,Coyoacan,Private room,271,297,67,1.24,0.1863013698630137,1514.6301369863015
10418,Polanco,Entire home/apt,196,331,335,5.24,0.09315068493150686,547.7260273972603
10419,Narvarte,Entire home/apt,250,196,408,0.18,0.46301369863013697,3472.6027397260273
10420,Del Valle,Entire home/apt,298,147,299,0.55,0.5972602739726027,5339.506849315068
10421,Polanco,Entire home/apt,297,139,356,5.13,0.6191780821917808,5516.876712328767
10422,Polanco,Private room,37,203,255,3.78,0.4438356164383562,492.6575342465753
10423,Del Valle,Entire home/apt,62,325,352,4.48,0.1095890410958904,203.83561643835614
10424,Condesa,Entire home/apt,183,282,520,1.26,0.2273972602739726,1248.4109589041097
10425,Narvarte,Entire home/apt,62,361,523,3.22,0.010958904109589041,20.383561643835616
10426,Coyoacan,Entire home/apt,99,153,283,4.42,0.5808219178082191,1725.0410958904108
10427,Roma Norte,Private room,55,25,311,3.76,0.9315068493150684,1536.986301369863
10428,Centro Historico,Entire home/apt,286,311,98,2.83,0.14794520547945206,1269.3698630136987
10429,Roma Norte,Private room,269,254,196,5.76,0.3041095890410959,2454.164383561644
10430,Centro Historico,Entire home/apt,261,116,481,4.06,0.6821917808219178,5341.561643835616
10431,Roma Norte,Private room,47,97,225,5.45,0.7342465753424657,1035.2876712328766
10432,Del Valle,Entire home/apt,83,138,364,4.38,0.6219178082191781,1548.5753424657535
10433,Coyoacan,Entire home/apt,152,350,367,4.41,0.0410958904109589,187.3972602739726
10434,Narvarte,Private room,88,13,569,0.48,0.9643835616438357,2545.972602739726
10435,Centro Historico,Entire home/apt,172,336,589,2.16,0.07945205479452055,409.9726027397261
10436,Narvarte,Private room,87,315,74,5.15,0.136986301369863,357.5342465753424
10437,Narvarte,Entire home/apt,78,104,41,1.4,0.7150684931506849,1673.2602739726026
10438,Narvarte,Entire home/apt,87,218,421,0.69,0.40273972602739727,1051.150684931507
10439,Juarez,Entire home/apt,108,234,180,1.96,0.3589041095890411,1162.8493150684933
10440,Condesa,Entire home/apt,80,357,544,1.32,0.021917808219178082,52.602739726027394
10441,Roma Norte,Entire home/apt,47,330,70,5.55,0.0958904109589041,135.2054794520548
10442,Narvarte,Entire home/apt,199,56,567,5.21,0.8465753424657534,5054.054794520548
10443,Roma Norte,Entire home/apt,136,190,104,3.0,0.4794520547945205,1956.1643835616437
10444,Narvarte,Entire home/apt,292,115,199,0.37,0.684931506849315,6000.0
10445,Centro Historico,Entire home/apt,172,208,100,4.29,0.4301369863013699,2219.5068493150684
10446,Condesa,Private room,197,115,306,3.74,0.684931506849315,4047.945205479452
10447,Condesa,Private room,145,289,585,5.82,0.20821917808219179,905.7534246575343
10448,Del Valle,Private room,136,269,376,3.35,0.26301369863013696,1073.0958904109589
10449,Juarez,Private room,51,117,398,2.02,0.6794520547945205,1039.5616438356165
10450,Del Valle,Entire home/apt,216,28,220,3.11,0.9232876712328767,5982.904109589041
10451,Del Valle,Private room,58,305,594,5.88,0.1643835616438356,286.027397260274
10452,Del Valle,Entire home/apt,63,315,181,4.18,0.136986301369863,258.90410958904107
10453,Del Valle,Entire home/apt,205,180,306,4.03,0.5068493150684932,3117.123287671233
10454,Del Valle,Entire home/apt,262,340,521,1.44,0.0684931506849315,538.3561643835616
10455,Coyoacan,Entire home/apt,222,204,395,4.46,0.4410958904109589,2937.6986301369866
10456,Condesa,Private room,264,21,3,4.5,0.9424657534246575,7464.328767123287
10457,Del Valle,Entire home/apt,153,204,280,1.9,0.4410958904109589,2024.6301369863015
10458,Narvarte,Entire home/apt,190,292,214,2.9,0.2,1140.0
10459,Condesa,Entire home/apt,209,191,419,1.77,0.4767123287671233,2988.9863013698628
10460,Condesa,Private room,138,314,100,1.55,0.13972602739726028,578.4657534246576
10461,Polanco,Entire home/apt,126,153,520,0.16,0.5808219178082191,2195.5068493150684
10462,Coyoacan,Entire home/apt,220,325,572,1.71,0.1095890410958904,723.2876712328766
10463,Del Valle,Entire home/apt,215,191,308,3.32,0.4767123287671233,3074.794520547945
10464,Roma Norte,Private room,204,39,509,0.01,0.8931506849315068,5466.082191780822
10465,Centro Historico,Entire home/apt,221,93,62,1.7,0.7452054794520548,4940.712328767124
10466,Juarez,Entire home/apt,209,175,225,5.29,0.5205479452054794,3263.835616438356
10467,Narvarte,Entire home/apt,256,293,104,3.56,0.19726027397260273,1514.958904109589
10468,Roma Norte,Entire home/apt,267,290,424,3.65,0.2054794520547945,1645.890410958904
10469,Coyoacan,Entire home/apt,196,105,254,2.42,0.7123287671232876,4188.493150684932
10470,Centro Historico,Entire home/apt,168,275,428,4.06,0.2465753424657534,1242.7397260273972
10471,Coyoacan,Private room,258,307,433,1.14,0.1589041095890411,1229.9178082191781
10472,Narvarte,Entire home/apt,187,305,206,4.91,0.1643835616438356,922.1917808219177
10473,Condesa,Entire home/apt,67,234,27,0.7,0.3589041095890411,721.3972602739726
10474,Centro Historico,Private room,89,342,335,3.94,0.06301369863013699,168.24657534246577
10475,Condesa,Entire home/apt,41,51,587,2.05,0.8602739726027397,1058.13698630137
10476,Narvarte,Entire home/apt,278,312,68,4.49,0.14520547945205478,1211.0136986301368
10477,Roma Norte,Entire home/apt,160,255,512,3.3,0.3013698630136986,1446.5753424657532
10478,Narvarte,Entire home/apt,46,217,166,2.71,0.4054794520547945,559.5616438356165
10479,Roma Norte,Private room,50,246,367,1.02,0.32602739726027397,489.04109589041093
10480,Centro Historico,Entire home/apt,242,31,250,3.82,0.915068493150685,6643.397260273972
10481,Centro Historico,Private room,77,194,169,5.85,0.4684931506849315,1082.2191780821918
10482,Del Valle,Entire home/apt,169,251,89,4.95,0.31232876712328766,1583.5068493150684
10483,Coyoacan,Entire home/apt,262,292,560,0.36,0.2,1572.0
10484,Del Valle,Entire home/apt,145,50,445,2.26,0.863013698630137,3754.109589041096
10485,Coyoacan,Entire home/apt,194,345,293,5.55,0.0547945205479452,318.90410958904107
10486,Del Valle,Entire home/apt,298,171,149,3.02,0.5315068493150685,4751.671232876713
10487,Condesa,Private room,259,169,131,3.97,0.536986301369863,4172.3835616438355
10488,Centro Historico,Entire home/apt,251,98,432,5.48,0.7315068493150685,5508.246575342466
10489,Roma Norte,Private room,79,331,58,5.24,0.09315068493150686,220.76712328767124
10490,Coyoacan,Entire home/apt,248,21,198,3.01,0.9424657534246575,7011.945205479452
10491,Narvarte,Private room,93,82,214,2.63,0.7753424657534247,2163.205479452055
10492,Coyoacan,Private room,166,85,560,2.04,0.7671232876712328,3820.2739726027394
10493,Roma Norte,Private room,138,355,471,4.31,0.0273972602739726,113.42465753424656
10494,Del Valle,Private room,229,210,246,1.72,0.4246575342465753,2917.3972602739723
10495,Coyoacan,Private room,191,19,381,1.5,0.947945205479452,5431.726027397261
10496,Juarez,Entire home/apt,132,361,238,2.14,0.010958904109589041,43.397260273972606
10497,Condesa,Entire home/apt,260,235,366,1.06,0.3561643835616438,2778.0821917808216
10498,Centro Historico,Entire home/apt,239,185,167,4.17,0.4931506849315068,3535.890410958904
10499,Roma Norte,Private room,113,285,559,3.7,0.2191780821917808,743.0136986301369
10500,Centro Historico,Entire home/apt,158,48,50,2.9,0.8684931506849315,4116.657534246575
10501,Juarez,Private room,252,69,379,2.34,0.810958904109589,6130.8493150684935
10502,Coyoacan,Entire home/apt,38,75,473,5.45,0.7945205479452054,905.7534246575342
10503,Coyoacan,Entire home/apt,124,330,79,0.17,0.0958904109589041,356.71232876712327
10504,Narvarte,Entire home/apt,138,133,366,4.61,0.6356164383561644,2631.452054794521
10505,Juarez,Entire home/apt,153,173,460,5.41,0.5260273972602739,2414.465753424657
10506,Roma Norte,Entire home/apt,167,168,538,2.68,0.5397260273972603,2704.027397260274
10507,Narvarte,Entire home/apt,130,66,451,3.3,0.8191780821917808,3194.794520547945
10508,Condesa,Entire home/apt,177,87,463,5.67,0.7616438356164383,4044.3287671232874
10509,Narvarte,Entire home/apt,62,203,477,1.27,0.4438356164383562,825.5342465753425
10510,Polanco,Entire home/apt,267,294,419,3.12,0.19452054794520549,1558.109589041096
10511,Roma Norte,Entire home/apt,51,24,213,2.85,0.9342465753424658,1429.3972602739727
10512,Polanco,Private room,93,21,368,1.55,0.9424657534246575,2629.4794520547944
10513,Juarez,Entire home/apt,124,110,113,4.91,0.6986301369863014,2598.904109589041
10514,Del Valle,Entire home/apt,233,165,502,5.4,0.547945205479452,3830.1369863013697
10515,Polanco,Entire home/apt,60,349,587,4.69,0.043835616438356165,78.9041095890411
10516,Condesa,Entire home/apt,59,134,310,1.17,0.6328767123287671,1120.1917808219177
10517,Narvarte,Entire home/apt,215,289,468,0.52,0.20821917808219179,1343.013698630137
10518,Del Valle,Entire home/apt,102,119,43,3.63,0.673972602739726,2062.3561643835615
10519,Narvarte,Entire home/apt,83,343,414,0.34,0.06027397260273973,150.08219178082192
10520,Polanco,Entire home/apt,209,155,245,4.04,0.5753424657534246,3607.3972602739723
10521,Narvarte,Entire home/apt,86,225,83,3.18,0.3835616438356164,989.5890410958904
10522,Juarez,Private room,136,171,206,3.98,0.5315068493150685,2168.5479452054797
10523,Del Valle,Private room,250,137,150,3.54,0.6246575342465753,4684.931506849315
10524,Juarez,Entire home/apt,222,323,527,2.54,0.11506849315068493,766.3561643835617
10525,Polanco,Entire home/apt,91,341,164,1.21,0.06575342465753424,179.50684931506848
10526,Juarez,Entire home/apt,81,159,144,1.83,0.5643835616438356,1371.4520547945206
10527,Condesa,Entire home/apt,193,45,36,3.15,0.8767123287671232,5076.164383561643
10528,Polanco,Private room,208,182,332,3.91,0.5013698630136987,3128.5479452054797
10529,Polanco,Entire home/apt,276,31,402,4.68,0.915068493150685,7576.767123287671
10530,Polanco,Entire home/apt,275,215,413,4.6,0.410958904109589,3390.4109589041095
10531,Roma Norte,Entire home/apt,39,136,44,5.84,0.6273972602739726,734.054794520548
10532,Narvarte,Entire home/apt,118,345,401,1.72,0.0547945205479452,193.97260273972603
10533,Roma Norte,Entire home/apt,282,226,205,0.43,0.38082191780821917,3221.753424657534
10534,Roma Norte,Entire home/apt,88,105,61,2.07,0.7123287671232876,1880.5479452054794
10535,Condesa,Entire home/apt,195,173,419,4.46,0.5260273972602739,3077.2602739726026
10536,Del Valle,Entire home/apt,260,157,467,2.63,0.5698630136986301,4444.931506849315
10537,Narvarte,Entire home/apt,49,27,18,4.91,0.9260273972602739,1361.2602739726026
10538,Juarez,Entire home/apt,258,303,364,3.3,0.16986301369863013,1314.7397260273972
10539,Coyoacan,Entire home/apt,95,204,299,5.58,0.4410958904109589,1257.123287671233
10540,Polanco,Entire home/apt,156,160,6,5.69,0.5616438356164384,2628.4931506849316
10541,Juarez,Entire home/apt,80,132,427,0.42,0.6383561643835617,1532.054794520548
10542,Polanco,Entire home/apt,96,196,116,2.74,0.46301369863013697,1333.4794520547944
10543,Condesa,Entire home/apt,120,158,579,3.66,0.5671232876712329,2041.6438356164383
10544,Polanco,Entire home/apt,244,113,506,1.54,0.6904109589041096,5053.808219178082
10545,Roma Norte,Private room,112,252,545,2.44,0.3095890410958904,1040.2191780821918
10546,Narvarte,Entire home/apt,236,240,324,4.07,0.3424657534246575,2424.6575342465753
10547,Coyoacan,Entire home/apt,257,215,54,1.36,0.410958904109589,3168.493150684931
10548,Centro Historico,Entire home/apt,256,207,41,3.61,0.4328767123287671,3324.4931506849316
10549,Polanco,Entire home/apt,37,346,296,4.18,0.052054794520547946,57.78082191780822
10550,Juarez,Entire home/apt,40,96,230,0.54,0.736986301369863,884.3835616438356
10551,Roma Norte,Entire home/apt,127,151,452,2.99,0.5863013698630137,2233.8082191780823
10552,Centro Historico,Private room,42,326,393,1.58,0.10684931506849316,134.63013698630138
10553,Coyoacan,Entire home/apt,269,208,521,4.35,0.4301369863013699,3471.205479452055
10554,Centro Historico,Entire home/apt,142,55,357,1.14,0.8493150684931506,3618.0821917808216
10555,Roma Norte,Entire home/apt,195,297,443,5.35,0.1863013698630137,1089.8630136986303
10556,Narvarte,Private room,243,24,127,2.59,0.9342465753424658,6810.657534246576
10557,Narvarte,Entire home/apt,274,53,404,1.19,0.8547945205479452,7026.41095890411
10558,Del Valle,Private room,84,178,391,2.63,0.5123287671232877,1291.0684931506848
10559,Narvarte,Entire home/apt,45,319,192,2.45,0.12602739726027398,170.1369863013699
10560,Del Valle,Private room,190,53,77,2.57,0.8547945205479452,4872.328767123288
10561,Centro Historico,Entire home/apt,104,107,84,3.51,0.7068493150684931,2205.3698630136987
10562,Condesa,Private room,203,270,29,3.13,0.2602739726027397,1585.0684931506848
10563,Juarez,Entire home/apt,102,118,48,0.9,0.6767123287671233,2070.7397260273974
10564,Juarez,Private room,286,292,144,0.39,0.2,1716.0
10565,Centro Historico,Entire home/apt,82,352,68,4.38,0.03561643835616438,87.61643835616438
10566,Polanco,Entire home/apt,218,113,57,3.36,0.6904109589041096,4515.287671232877
10567,Polanco,Entire home/apt,221,265,573,2.15,0.273972602739726,1816.4383561643835
10568,Narvarte,Private room,124,215,478,4.85,0.410958904109589,1528.7671232876712
10569,Juarez,Entire home/apt,173,344,444,2.33,0.057534246575342465,298.6027397260274
10570,Juarez,Entire home/apt,123,52,295,4.78,0.8575342465753425,3164.301369863014
10571,Del Valle,Entire home/apt,53,362,170,1.83,0.00821917808219178,13.06849315068493
10572,Condesa,Entire home/apt,188,254,574,0.44,0.3041095890410959,1715.178082191781
10573,Roma Norte,Private room,294,296,146,5.6,0.18904109589041096,1667.3424657534247
10574,Polanco,Entire home/apt,142,364,483,2.37,0.0027397260273972603,11.67123287671233
10575,Juarez,Private room,93,282,305,4.76,0.2273972602739726,634.4383561643835
10576,Del Valle,Entire home/apt,159,92,445,1.67,0.7479452054794521,3567.6986301369866
10577,Coyoacan,Entire home/apt,141,119,220,3.88,0.673972602739726,2850.904109589041
10578,Del Valle,Private room,279,199,554,5.24,0.4547945205479452,3806.6301369863017
10579,Polanco,Entire home/apt,281,297,377,0.25,0.1863013698630137,1570.5205479452056
10580,Polanco,Entire home/apt,42,260,265,4.98,0.2876712328767123,362.4657534246575
10581,Del Valle,Entire home/apt,175,221,94,3.43,0.39452054794520547,2071.2328767123286
10582,Roma Norte,Entire home/apt,42,300,261,3.64,0.1780821917808219,224.3835616438356
10583,Centro Historico,Entire home/apt,128,142,70,3.14,0.6109589041095891,2346.082191780822
10584,Polanco,Private room,73,210,218,5.25,0.4246575342465753,930.0
10585,Del Valle,Private room,115,294,532,0.26,0.19452054794520549,671.0958904109589
10586,Juarez,Entire home/apt,221,335,91,1.57,0.0821917808219178,544.931506849315
10587,Del Valle,Entire home/apt,118,104,126,5.25,0.7150684931506849,2531.3424657534247
10588,Condesa,Entire home/apt,122,287,79,4.51,0.2136986301369863,782.1369863013699
10589,Centro Historico,Entire home/apt,276,334,237,0.11,0.08493150684931507,703.2328767123288
10590,Coyoacan,Entire home/apt,127,228,371,3.1,0.37534246575342467,1430.054794520548
10591,Roma Norte,Entire home/apt,120,98,485,3.18,0.7315068493150685,2633.4246575342468
10592,Narvarte,Entire home/apt,78,81,24,2.41,0.7780821917808219,1820.7123287671234
10593,Coyoacan,Private room,171,256,155,1.78,0.29863013698630136,1531.972602739726
10594,Centro Historico,Private room,108,138,516,4.09,0.6219178082191781,2015.013698630137
10595,Centro Historico,Private room,70,221,529,1.25,0.39452054794520547,828.4931506849315
10596,Centro Historico,Entire home/apt,135,352,56,4.79,0.03561643835616438,144.24657534246575
10597,Coyoacan,Entire home/apt,190,105,18,4.82,0.7123287671232876,4060.2739726027394
10598,Juarez,Entire home/apt,289,84,383,2.49,0.7698630136986301,6674.712328767123
10599,Centro Historico,Private room,205,63,192,1.7,0.8273972602739726,5088.493150684932
10600,Del Valle,Entire home/apt,250,353,236,1.7,0.03287671232876712,246.5753424657534
10601,Coyoacan,Private room,204,63,386,2.89,0.8273972602739726,5063.671232876713
10602,Narvarte,Entire home/apt,286,227,425,4.32,0.3780821917808219,3243.945205479452
10603,Centro Historico,Entire home/apt,89,25,276,2.15,0.9315068493150684,2487.123287671233
10604,Del Valle,Private room,125,108,226,3.66,0.7041095890410959,2640.4109589041095
10605,Juarez,Entire home/apt,135,29,551,2.29,0.9205479452054794,3728.219178082192
10606,Condesa,Private room,189,55,322,1.83,0.8493150684931506,4815.6164383561645
10607,Juarez,Private room,175,202,152,0.15,0.4465753424657534,2344.5205479452056
10608,Narvarte,Entire home/apt,207,67,236,0.02,0.8164383561643835,5070.082191780822
10609,Centro Historico,Entire home/apt,44,120,54,1.36,0.6712328767123288,886.027397260274
10610,Narvarte,Entire home/apt,262,138,435,2.44,0.6219178082191781,4888.273972602739
10611,Coyoacan,Private room,299,346,108,5.11,0.052054794520547946,466.9315068493151
10612,Polanco,Entire home/apt,282,203,183,4.79,0.4438356164383562,3754.849315068493
10613,Centro Historico,Entire home/apt,281,349,367,1.6,0.043835616438356165,369.5342465753425
10614,Polanco,Entire home/apt,189,335,197,1.47,0.0821917808219178,466.027397260274
10615,Del Valle,Private room,68,17,370,1.36,0.9534246575342465,1944.986301369863
10616,Condesa,Entire home/apt,163,38,372,2.04,0.8958904109589041,4380.904109589041
10617,Roma Norte,Entire home/apt,194,121,496,2.99,0.6684931506849315,3890.6301369863017
10618,Narvarte,Private room,123,170,598,2.63,0.5342465753424658,1971.3698630136987
10619,Juarez,Entire home/apt,127,140,200,1.31,0.6164383561643836,2348.6301369863013
10620,Condesa,Entire home/apt,275,197,508,0.78,0.4602739726027397,3797.2602739726026
10621,Centro Historico,Private room,151,172,321,0.08,0.5287671232876713,2395.315068493151
10622,Polanco,Entire home/apt,128,206,274,0.92,0.43561643835616437,1672.7671232876712
10623,Juarez,Private room,197,213,210,4.23,0.41643835616438357,2461.150684931507
10624,Polanco,Entire home/apt,133,221,503,1.46,0.39452054794520547,1574.13698630137
10625,Coyoacan,Entire home/apt,147,118,117,2.81,0.6767123287671233,2984.301369863014
10626,Polanco,Private room,125,285,553,3.55,0.2191780821917808,821.917808219178
10627,Coyoacan,Entire home/apt,240,82,41,5.32,0.7753424657534247,5582.465753424658
10628,Del Valle,Entire home/apt,51,176,314,5.33,0.5178082191780822,792.2465753424657
10629,Juarez,Entire home/apt,207,269,328,4.47,0.26301369863013696,1633.3150684931504
10630,Juarez,Entire home/apt,150,252,16,0.21,0.3095890410958904,1393.150684931507
10631,Roma Norte,Entire home/apt,215,284,282,3.45,0.2219178082191781,1431.3698630136987
10632,Centro Historico,Entire home/apt,125,111,257,4.72,0.6958904109589041,2609.5890410958905
10633,Coyoacan,Private room,116,182,574,0.1,0.5013698630136987,1744.7671232876714
10634,Roma Norte,Entire home/apt,148,180,573,3.3,0.5068493150684932,2250.4109589041095
10635,Polanco,Entire home/apt,291,150,18,5.15,0.589041095890411,5142.328767123287
10636,Polanco,Entire home/apt,92,197,528,2.84,0.4602739726027397,1270.3561643835617
10637,Roma Norte,Private room,188,95,422,0.02,0.7397260273972602,4172.054794520548
10638,Juarez,Entire home/apt,150,61,465,0.07,0.8328767123287671,3747.945205479452
10639,Polanco,Private room,237,120,372,2.5,0.6712328767123288,4772.465753424658
10640,Narvarte,Entire home/apt,75,351,80,0.93,0.038356164383561646,86.3013698630137
10641,Del Valle,Entire home/apt,139,52,550,3.99,0.8575342465753425,3575.9178082191784
10642,Del Valle,Entire home/apt,227,220,547,4.25,0.3972602739726027,2705.3424657534247
10643,Narvarte,Entire home/apt,271,209,423,1.07,0.4273972602739726,3474.7397260273974
10644,Roma Norte,Entire home/apt,255,307,428,5.33,0.1589041095890411,1215.6164383561645
10645,Narvarte,Entire home/apt,102,355,387,2.65,0.0273972602739726,83.83561643835615
10646,Coyoacan,Private room,231,249,203,0.86,0.3178082191780822,2202.41095890411
