listing_id,neighbourhood,price_per_night,occupancy_rate,estimated_monthly_revenue,roi_score
10376,Centro Historico,117,0.589041095890411,2067.5342465753424,0.42531135744765347
10377,Centro Historico,211,0.10410958904109589,659.013698630137,0.12982471020729558
10378,Roma Norte,232,0.3698630136986301,2574.246575342466,0.31065356944982525
10379,Polanco,146,0.915068493150685,4008.0,0.6208680850001236
10380,Roma Norte,90,0.4821917808219178,1301.9178082191781,0.3652803736470957
10381,Narvarte,213,0.07397260273972603,472.68493150684935,0.10820697717119729
10382,Del Valle,220,0.3424657534246575,2260.2739726027394,0.29172079304467835
10383,Centro Historico,252,0.8712328767123287,6586.520547945205,0.6884489097348865
10384,Coyoacan,251,0.7835616438356164,5900.219178082192,0.6216177739818133
10385,Coyoacan,154,0.6575342465753424,3037.808219178082,0.47888704704381363
10386,Narvarte,209,0.32054794520547947,2009.8356164383563,0.2775546339565236
10387,Condesa,57,0.057534246575342465,98.38356164383562,0.18541914437199192
10388,Juarez,247,0.5698630136986301,4222.684931506849,0.4594864578931298
10389,Roma Norte,269,0.9506849315068493,7672.027397260274,0.7655758380451465
10390,Roma Norte,47,0.1863013698630137,262.68493150684935,0.24151205807987078
10391,Condesa,135,0.8383561643835616,3395.3424657534247,0.5684475318225646
10392,Condesa,58,0.049315068493150684,85.80821917808218,0.18147371461342246
10393,Narvarte,45,0.9616438356164384,1298.2191780821918,0.5430499961065965
10394,Narvarte,128,0.03561643835616438,136.76712328767124,0.13342967064892824
10395,Condesa,235,0.6301369863013698,4442.465753424657,0.4990609426645935
10396,Centro Historico,55,0.7698630136986301,1270.2739726027396,0.4755587207186659
10397,Narvarte,245,0.5232876712328767,3846.1643835616437,0.424261995441828
10398,Del Valle,174,0.2136986301369863,1115.5068493150686,0.21528717027973437
10399,Narvarte,135,0.08767123287671233,355.06849315068496,0.15767269967952324
10400,Roma Norte,62,0.15342465753424658,285.36986301369865,0.2226750552449675
10401,Narvarte,75,0.18082191780821918,406.8493150684932,0.22959137636243748
10402,Centro Historico,180,0.7643835616438356,4127.671232876713,0.5587014105656394
10403,Condesa,290,0.1589041095890411,1382.4657534246576,0.13653113765556538
10404,Roma Norte,261,0.6,4698.0,0.4874377239708357
10405,Narvarte,270,0.684931506849315,5547.945205479452,0.5577194974273094
10406,Centro Historico,47,0.7150684931506849,1008.2465753424657,0.44856184834227
10407,Del Valle,244,0.6054794520547945,4432.109589041095,0.4848247413616438
10408,Narvarte,263,0.7890410958904109,6225.534246575342,0.6344586305324648
10409,Centro Historico,134,0.5726027397260274,2301.86301369863,0.4226834850775597
10410,Del Valle,65,0.5397260273972603,1052.4657534246576,0.38504394822273114
10411,Condesa,50,0.5287671232876713,793.1506849315069,0.37641036987142606
10412,Narvarte,171,0.0410958904109589,210.82191780821915,0.11072283357735199
10413,Del Valle,200,0.4575342465753425,2745.205479452055,0.36917861056140006
10414,Roma Norte,134,0.04657534246575343,187.2328767123288,0.13577155357810305
10415,Condesa,143,0.7150684931506849,3067.643835616438,0.5057502086362202
10416,Roma Norte,207,0.4794520547945205,2977.3972602739723,0.384944711001049
10417,Coyoacan,271,0.1863013698630137,1514.6301369863015,0.16548202262954545
10418,Polanco,196,0.09315068493150686,547.7260273972603,0.12991741439179694
10419,Narvarte,250,0.46301369863013697,3472.6027397260273,0.38030433537621594
10420,Del Valle,298,0.5972602739726027,5339.506849315068,0.49966061081915625
10421,Polanco,297,0.6191780821917808,5516.876712328767,0.5175461047860663
10422,Polanco,37,0.4438356164383562,492.6575342465753,0.3411946307563489
10423,Del Valle,62,0.1095890410958904,203.83561643835614,0.20434744748744693
10424,Condesa,183,0.2273972602739726,1248.4109589041097,0.22132721333753616
10425,Narvarte,62,0.010958904109589041,20.383561643835616,0.16311033003302566
10426,Coyoacan,99,0.5808219178082191,1725.0410958904108,0.4146261526263276
10427,Roma Norte,55,0.9315068493150684,1536.986301369863,0.5411406889901043
10428,Centro Historico,286,0.14794520547945206,1269.3698630136987,0.12915938696360357
10429,Roma Norte,269,0.3041095890410959,2454.164383561644,0.2585438154933387
10430,Centro Historico,261,0.6821917808219178,5341.561643835616,0.5507280888708586
10431,Roma Norte,47,0.7342465753424657,1035.2876712328766,0.4560714262274347
10432,Del Valle,83,0.6219178082191781,1548.5753424657535,0.42760181350826676
10433,Coyoacan,152,0.0410958904109589,187.3972602739726,0.12205096943964935
10434,Narvarte,88,0.9643835616438357,2545.972602739726,0.5886881578025543
10435,Centro Historico,172,0.07945205479452055,409.9726027397261,0.13362494681656029
10436,Narvarte,87,0.136986301369863,357.5342465753424,0.2051363479847427
10437,Narvarte,78,0.7150684931506849,1673.2602739726026,0.4670289230205248
10438,Narvarte,87,0.40273972602739727,1051.150684931507,0.32799718414537765
10439,Juarez,108,0.3589041095890411,1162.8493150684933,0.3070139197984531
10440,Condesa,80,0.021917808219178082,52.602739726027394,0.15634981317657082
10441,Roma Norte,47,0.0958904109589041,135.2054794520548,0.2061097623355227
10442,Narvarte,199,0.8465753424657534,5054.054794520548,0.625955226323523
10443,Roma Norte,136,0.4794520547945205,1956.1643835616437,0.3722342062615588
10444,Narvarte,292,0.684931506849315,6000.0,0.56965261453641
10445,Centro Historico,172,0.4301369863013699,2219.5068493150684,0.3484668294786978
10446,Condesa,197,0.684931506849315,4047.945205479452,0.5181232452016576
10447,Condesa,145,0.20821917808219179,905.7534246575343,0.22062996276159313
10448,Del Valle,136,0.26301369863013696,1073.0958904109589,0.25341635272874885
10449,Juarez,51,0.6794520547945205,1039.5616438356165,0.4367463851253546
10450,Del Valle,216,0.9232876712328767,5982.904109589041,0.6930020511666911
10451,Del Valle,58,0.1643835616438356,286.027397260274,0.22876968416291313
10452,Del Valle,63,0.136986301369863,258.90410958904107,0.2153755681618511
10453,Del Valle,205,0.5068493150684932,3117.123287671233,0.40297012086735934
10454,Del Valle,262,0.0684931506849315,538.3561643835616,0.07761226570312973
10455,Coyoacan,222,0.4410958904109589,2937.6986301369866,0.36074002792925025
10456,Condesa,264,0.9424657534246575,7464.328767123287,0.7541411794722965
10457,Del Valle,153,0.4410958904109589,2024.6301369863015,0.35306807025729253
10458,Narvarte,190,0.2,1140.0,0.20180335942619787
10459,Condesa,209,0.4767123287671233,2988.9863013698628,0.3834450271909811
10460,Condesa,138,0.13972602739726028,578.4657534246576,0.184891719056709
10461,Polanco,126,0.5808219178082191,2195.5068493150684,0.4243001225487447
10462,Coyoacan,220,0.1095890410958904,723.2876712328766,0.12928376414219006
10463,Del Valle,215,0.4767123287671233,3074.794520547945,0.38449008289442194
10464,Roma Norte,204,0.8931506849315068,5466.082191780822,0.6612661447619018
10465,Centro Historico,221,0.7452054794520548,4940.712328767124,0.5732903116112519
10466,Juarez,209,0.5205479452054794,3263.835616438356,0.41316864634451306
10467,Narvarte,256,0.19726027397260273,1514.958904109589,0.1789151301075017
10468,Roma Norte,267,0.2054794520547945,1645.890410958904,0.18181095384752108
10469,Coyoacan,196,0.7123287671232876,4188.493150684932,0.5355282111763026
10470,Centro Historico,168,0.2465753424657534,1242.7397260273972,0.23694182934844293
10471,Coyoacan,258,0.1589041095890411,1229.9178082191781,0.14894304903228006
10472,Narvarte,187,0.1643835616438356,922.1917808219177,0.1799842391041761
10473,Condesa,67,0.3589041095890411,721.3972602739726,0.30841486912900906
10474,Centro Historico,89,0.06301369863013699,168.24657534246577,0.1698230594422237
10475,Condesa,41,0.8602739726027397,1058.13698630137,0.5003050211279296
10476,Narvarte,278,0.14520547945205478,1211.0136986301368,0.13022536462188866
10477,Roma Norte,160,0.3013698630136986,1446.5753424657532,0.271210610860102
10478,Narvarte,46,0.4054794520547945,559.5616438356165,0.3272876057047754
10479,Roma Norte,50,0.32602739726027397,489.04109589041093,0.29594775972404064
10480,Centro Historico,242,0.915068493150685,6643.397260273972,0.712011907820965
10481,Centro Historico,77,0.4684931506849315,1082.2191780821918,0.3567993393284269
10482,Del Valle,169,0.31232876712328766,1583.5068493150684,0.27664300039945217
10483,Coyoacan,262,0.2,1572.0,0.17910942120430937
10484,Del Valle,145,0.863013698630137,3754.109589041096,0.5905136878498789
10485,Coyoacan,194,0.0547945205479452,318.90410958904107,0.10593506477214522
10486,Del Valle,298,0.5315068493150685,4751.671232876713,0.44472574316799085
10487,Condesa,259,0.536986301369863,4172.3835616438355,0.43835356829029004
10488,Centro Historico,251,0.7315068493150685,5508.246575342466,0.5824544723704902
10489,Roma Norte,79,0.09315068493150686,220.76712328767124,0.18890390753978073
10490,Coyoacan,248,0.9424657534246575,7011.945205479452,0.7381753034650126
10491,Narvarte,93,0.7753424657534247,2163.205479452055,0.5044695206684534
10492,Coyoacan,166,0.7671232876712328,3820.2739726027394,0.5507898208857588
10493,Roma Norte,138,0.0273972602739726,113.42465753424656,0.12282944717552363
10494,Del Valle,229,0.4246575342465753,2917.3972602739723,0.34979055614024845
10495,Coyoacan,191,0.947945205479452,5431.726027397261,0.6848378938373981
10496,Juarez,132,0.010958904109589041,43.397260273972606,0.11764425558144395
10497,Condesa,260,0.3561643835616438,2778.0821917808216,0.2997153228395756
10498,Centro Historico,239,0.4931506849315068,3535.890410958904,0.40068880662004613
10499,Roma Norte,113,0.2191780821917808,743.0136986301369,0.235821345703829
10500,Centro Historico,158,0.8684931506849315,4116.657534246575,0.6048805431314981
10501,Juarez,252,0.810958904109589,6130.8493150684935,0.6429953335770849
10502,Coyoacan,38,0.7945205479452054,905.7534246575342,0.47304693953864335
10503,Coyoacan,124,0.0958904109589041,356.71232876712327,0.16766267533771106
10504,Narvarte,138,0.6356164383561644,2631.452054794521,0.45887394370291756
10505,Juarez,153,0.5260273972602739,2414.465753424657,0.40224624062258557
10506,Roma Norte,167,0.5397260273972603,2704.027397260274,0.41417683511959313
10507,Narvarte,130,0.8191780821917808,3194.794520547945,0.5540541276953955
10508,Condesa,177,0.7616438356164383,4044.3287671232874,0.5549499527646671
10509,Narvarte,62,0.4438356164383562,825.5342465753425,0.34409545663854124
10510,Polanco,267,0.19452054794520549,1558.109589041096,0.17325595269694646
10511,Roma Norte,51,0.9342465753424658,1429.3972602739727,0.5383189216878308
10512,Polanco,93,0.9424657534246575,2629.4794520547944,0.5835058796444502
10513,Juarez,124,0.6986301369863014,2598.904109589041,0.4857563957117802
10514,Del Valle,233,0.547945205479452,3830.1369863013697,0.4389495627240939
10515,Polanco,60,0.043835616438356165,78.9041095890411,0.17803878071921114
10516,Condesa,59,0.6328767123287671,1120.1917808219177,0.42178220069830596
10517,Narvarte,215,0.20821917808219179,1343.013698630137,0.19958391273003584
10518,Del Valle,102,0.673972602739726,2062.3561643835615,0.4612367350570482
10519,Narvarte,83,0.06027397260273973,150.08219178082192,0.1719205682562636
10520,Polanco,209,0.5753424657534246,3607.3972602739723,0.45032317028642804
10521,Narvarte,86,0.3835616438356164,989.5890410958904,0.3191215005462811
10522,Juarez,136,0.5315068493150685,2168.5479452054797,0.40081065204793076
10523,Del Valle,250,0.6246575342465753,4684.931506849315,0.5016308236778886
10524,Juarez,222,0.11506849315068493,766.3561643835617,0.1321750196459321
10525,Polanco,91,0.06575342465753424,179.50684931506848,0.16999413550546433
10526,Juarez,81,0.5643835616438356,1371.4520547945206,0.40075162874043113
10527,Condesa,193,0.8767123287671232,5076.164383561643,0.6405677492488211
10528,Polanco,208,0.5013698630136987,3128.5479452054797,0.39994677982780513
10529,Polanco,276,0.915068493150685,7576.767123287671,0.7442920117366796
10530,Polanco,275,0.410958904109589,3390.4109589041095,0.34268034638080996
10531,Roma Norte,39,0.6273972602739726,734.054794520548,0.4107070349402604
10532,Narvarte,118,0.0547945205479452,193.97260273972603,0.14940641590395184
10533,Roma Norte,282,0.38082191780821917,3221.753424657534,0.31875985897156395
10534,Roma Norte,88,0.7123287671232876,1880.5479452054794,0.47171459208318034
10535,Condesa,195,0.5260273972602739,3077.2602739726026,0.4132246342096748
10536,Del Valle,260,0.5698630136986301,4444.931506849315,0.4638923426302775
10537,Narvarte,49,0.9260273972602739,1361.2602739726026,0.5331047966647068
10538,Juarez,258,0.16986301369863013,1314.7397260273972,0.15732362143699732
10539,Coyoacan,95,0.4410958904109589,1257.123287671233,0.3466191783011542
10540,Polanco,156,0.5616438356164384,2628.4931506849316,0.4238424797693453
10541,Juarez,80,0.6383561643835617,1532.054794520548,0.43370503117565196
10542,Polanco,96,0.46301369863013697,1333.4794520547944,0.3572120760520725
10543,Condesa,120,0.5671232876712329,2041.6438356164383,0.41501785357790955
10544,Polanco,244,0.6904109589041096,5053.808219178082,0.547671342062034
10545,Roma Norte,112,0.3095890410958904,1040.2191780821918,0.28189796444134063
10546,Narvarte,236,0.3424657534246575,2424.6575342465753,0.29070893778851664
10547,Coyoacan,257,0.410958904109589,3168.493150684931,0.34163832422077545
10548,Centro Historico,256,0.4328767123287671,3324.4931506849316,0.35826405502316033
10549,Polanco,37,0.052054794520547946,57.78082191780822,0.19471337993572851
10550,Juarez,40,0.736986301369863,884.3835616438356,0.45270290485873843
10551,Roma Norte,127,0.5863013698630137,2233.8082191780823,0.4275792502830091
10552,Centro Historico,42,0.10684931506849316,134.63013698630138,0.21280060893043135
10553,Coyoacan,269,0.4301369863013699,3471.205479452055,0.35737209107547074
10554,Centro Historico,142,0.8493150684931506,3618.0821917808216,0.5802761476339173
10555,Roma Norte,195,0.1863013698630137,1089.8630136986303,0.19127792751447725
10556,Narvarte,243,0.9342465753424658,6810.657534246576,0.7271185738415202
10557,Narvarte,274,0.8547945205479452,7026.41095890411,0.6945945083535845
10558,Del Valle,84,0.5123287671232877,1291.0684931506848,0.37794995415326094
10559,Narvarte,45,0.12602739726027398,170.1369863013699,0.21880255787525493
10560,Del Valle,190,0.8547945205479452,4872.328767123288,0.6237976723393572
10561,Centro Historico,104,0.7068493150684931,2205.3698630136987,0.47847051020176734
10562,Condesa,203,0.2602739726027397,1585.0684931506848,0.2379362470707643
10563,Juarez,102,0.6767123287671233,2070.7397260273974,0.4625760202595125
10564,Juarez,286,0.2,1716.0,0.17154477513034652
10565,Centro Historico,82,0.03561643835616438,87.61643835616438,0.16130144613975134
10566,Polanco,218,0.6904109589041096,4515.287671232877,0.5333166146638284
10567,Polanco,221,0.273972602739726,1816.4383561643835,0.24376082428163026
10568,Narvarte,124,0.410958904109589,1528.7671232876712,0.33393893826051996
10569,Juarez,173,0.057534246575342465,298.6027397260274,0.11963018293085656
10570,Juarez,123,0.8575342465753425,3164.301369863014,0.5687698027274618
10571,Del Valle,53,0.00821917808219178,13.06849315068493,0.16785409987841973
10572,Condesa,188,0.3041095890410959,1715.178082191781,0.26916083822216275
10573,Roma Norte,294,0.18904109589041096,1667.3424657534247,0.15994493905087903
10574,Polanco,142,0.0027397260273972603,11.67123287671233,0.10654981732811028
10575,Juarez,93,0.2273972602739726,634.4383561643835,0.2453339174684639
10576,Del Valle,159,0.7479452054794521,3567.6986301369866,0.5346671706194058
10577,Coyoacan,141,0.673972602739726,2850.904109589041,0.48163503930628415
10578,Del Valle,279,0.4547945205479452,3806.6301369863017,0.37806219810768843
10579,Polanco,281,0.1863013698630137,1570.5205479452056,0.16208782461837024
10580,Polanco,42,0.2876712328767123,362.4657534246575,0.28200627024876873
10581,Del Valle,175,0.39452054794520547,2071.2328767123286,0.3267334067579015
10582,Roma Norte,42,0.1780821917808219,224.3835616438356,0.24006344520735212
10583,Centro Historico,128,0.6109589041095891,2346.082191780822,0.44113458962145286
10584,Polanco,73,0.4246575342465753,930.0,0.33698040792637357
10585,Del Valle,115,0.19452054794520549,671.0958904109589,0.22263833168595074
10586,Juarez,221,0.0821917808219178,544.931506849315,0.10964998641492388
10587,Del Valle,118,0.7150684931506849,2531.3424657534247,0.4908574064763374
10588,Condesa,122,0.2136986301369863,782.1369863013699,0.23041747360879547
10589,Centro Historico,276,0.08493150684931507,703.2328767123288,0.08303769708196265
10590,Coyoacan,127,0.37534246575342467,1430.054794520548,0.31512719703283376
10591,Roma Norte,120,0.7315068493150685,2633.4246575342468,0.5006078281014856
10592,Narvarte,78,0.7780821917808219,1820.7123287671234,0.4951579085740576
10593,Coyoacan,171,0.29863013698630136,1531.972602739726,0.268041888320954
10594,Centro Historico,108,0.6219178082191781,2015.013698630137,0.43837615916874073
10595,Centro Historico,70,0.39452054794520547,828.4931506849315,0.32370744721020284
10596,Centro Historico,135,0.03561643835616438,144.24657534246575,0.12918831350902038
10597,Coyoacan,190,0.7123287671232876,4060.2739726027394,0.5319830101155736
10598,Juarez,289,0.7698630136986301,6674.712328767123,0.637631085896621
10599,Centro Historico,205,0.8273972602739726,5088.493150684932,0.6180565122314168
10600,Del Valle,250,0.03287671232876712,246.5753424657534,0.05745249362430711
10601,Coyoacan,204,0.8273972602739726,5063.671232876713,0.6172621451844617
10602,Narvarte,286,0.3780821917808219,3243.945205479452,0.3165474188586777
10603,Centro Historico,89,0.9315068493150684,2487.123287671233,0.574409222465677
10604,Del Valle,125,0.7041095890410959,2640.4109589041095,0.48922448792072326
10605,Juarez,135,0.9205479452054794,3728.219178082192,0.6134228784075691
10606,Condesa,189,0.8493150684931506,4815.6164383561645,0.619433210186425
10607,Juarez,175,0.4465753424657534,2344.5205479452056,0.35890017756317
10608,Narvarte,207,0.8164383561643835,5070.082191780822,0.6122531034804677
10609,Centro Historico,44,0.6712328767123288,886.027397260274,0.429842534292422
10610,Narvarte,262,0.6219178082191781,4888.273972602739,0.5047461284372607
10611,Coyoacan,299,0.052054794520547946,466.9315068493151,0.043582163173041776
10612,Polanco,282,0.4438356164383562,3754.849315068493,0.3696227244018338
10613,Centro Historico,281,0.043835616438356165,369.5342465753425,0.047345472800230326
10614,Polanco,189,0.0821917808219178,466.027397260274,0.12640323546630955
10615,Del Valle,68,0.9534246575342465,1944.986301369863,0.5632573861530208
10616,Condesa,163,0.8958904109589041,4380.904109589041,0.6255642218051456
10617,Roma Norte,194,0.6684931506849315,3890.6301369863017,0.5057857166415765
10618,Narvarte,123,0.5342465753424658,1971.3698630136987,0.39872763683016504
10619,Juarez,127,0.6164383561643836,2348.6301369863013,0.4436438293187484
10620,Condesa,275,0.4602739726027397,3797.2602739726026,0.38187556654182486
10621,Centro Historico,151,0.5287671232876713,2395.315068493151,0.40330016208212927
10622,Polanco,128,0.43561643835616437,1672.7671232876712,0.34735785241077866
10623,Juarez,197,0.41643835616438357,2461.150684931507,0.3417640835842801
10624,Polanco,133,0.39452054794520547,1574.13698630137,0.32552302293882207
10625,Coyoacan,147,0.6767123287671233,2984.301369863014,0.48633056109479866
10626,Polanco,125,0.2191780821917808,821.917808219178,0.23244602307384798
10627,Coyoacan,240,0.7753424657534247,5582.465753424658,0.6077087130380805
10628,Del Valle,51,0.5178082191780822,792.2465753424657,0.3723078941878697
10629,Juarez,207,0.26301369863013696,1633.3150684931504,0.23894988981508092
10630,Juarez,150,0.3095890410958904,1393.150684931507,0.27728537742709736
10631,Roma Norte,215,0.2219178082191781,1431.3698630136987,0.20901790100372902
10632,Centro Historico,125,0.6958904109589041,2609.5890410958905,0.4848723105504373
10633,Coyoacan,116,0.5013698630136987,1744.7671232876714,0.3799107312203279
10634,Roma Norte,148,0.5068493150684932,2250.4109589041095,0.39000412436099013
10635,Polanco,291,0.589041095890411,5142.328767123287,0.49018393598482823
10636,Polanco,92,0.4602739726027397,1270.3561643835617,0.3553214443355288
10637,Roma Norte,188,0.7397260273972602,4172.054794520548,0.5483610373821204
10638,Juarez,150,0.8328767123287671,3747.945205479452,0.5775100383761043
10639,Polanco,237,0.6712328767123288,4772.465753424658,0.5298528567665126
10640,Narvarte,75,0.038356164383561646,86.3013698630137,0.16675126692273048
10641,Del Valle,139,0.8575342465753425,3575.9178082191784,0.582332438236267
10642,Del Valle,227,0.3972602739726027,2705.3424657534247,0.33017691777059577
10643,Narvarte,271,0.4273972602739726,3474.7397260273974,0.35539757345723577
10644,Roma Norte,255,0.1589041095890411,1215.6164383561645,0.1501066657238471
10645,Narvarte,102,0.0273972602739726,83.83561643835615,0.1451654272754789
10646,Coyoacan,231,0.3178082191780822,2202.41095890411,0.27334624867999024
10647,Coyoacan,290,0.6602739726027397,5744.3835616438355,0.5483160678308375
10648,Roma Norte,173,0.9041095890410958,4692.328767123287,0.6397690953635315
10649,Narvarte,183,0.15616438356164383,857.3424657534247,0.17630171644081188
10650,Coyoacan,133,0.7643835616438356,3049.890410958904,0.5266038669774126
10651,Juarez,110,0.6,1980.0,0.42821372965367366
10652,Narvarte,143,0.9205479452054794,3949.150684931507,0.6210957208630203
10653,Juarez,222,0.3972602739726027,2645.753424657534,0.3300085982440982
10654,Coyoacan,233,0.3178082191780822,2221.479452054795,0.2731325524000414
10655,Del Valle,188,0.8684931506849315,4898.301369863014,0.6308919138633657
10656,Coyoacan,74,0.2410958904109589,535.2328767123288,0.2564200914523138
10657,Juarez,167,0.40821917808219177,2045.1780821917807,0.33477398742700704
10658,Condesa,166,0.24383561643835616,1214.3013698630136,0.23575809751064175
10659,Centro Historico,118,0.5534246575342465,1959.1232876712327,0.40726567019513094
10660,Polanco,276,0.8602739726027397,7123.068493150685,0.70064486225452
10661,Narvarte,150,0.9452054794520548,4253.424657534247,0.6419561697840064
10662,Condesa,143,0.16986301369863013,728.7123287671233,0.19970011619444447
10663,Coyoacan,255,0.7068493150684931,5407.397260273972,0.566228140195422
10664,Del Valle,75,0.2219178082191781,499.3150684931507,0.24771833100850682
10665,Roma Norte,181,0.3452054794520548,1874.4657534246576,0.29590924962633475
10666,Coyoacan,146,0.3726027397260274,1632.0,0.313477858414726
10667,Del Valle,137,0.7972602739726027,3276.739726027397,0.5474419972792819
10668,Centro Historico,80,0.0027397260273972603,6.575342465753424,0.14772098417215496
10669,Coyoacan,229,0.33972602739726027,2333.917808219178,0.2891969934071821
10670,Juarez,74,0.07671232876712329,170.30136986301372,0.1842029874444653
10671,Roma Norte,223,0.8328767123287671,5571.945205479452,0.6362062382731323
10672,Del Valle,198,0.2547945205479452,1513.4794520547946,0.23537038122988607
10673,Del Valle,58,0.24383561643835616,424.2739726027397,0.2614264250423234
10674,Del Valle,58,0.10684931506849316,185.91780821917808,0.2051216993881678
10675,Centro Historico,38,0.08767123287671233,99.94520547945206,0.20751600873608284
10676,Coyoacan,215,0.5534246575342465,3569.58904109589,0.43732041722710363
10677,Centro Historico,282,0.5917808219178082,5006.465753424658,0.4890398867163804
10678,Narvarte,150,0.8356164383561644,3760.27397260274,0.5790818952397117
10679,Polanco,103,0.6547945205479452,2023.3150684931506,0.452350855381503
10680,Polanco,288,0.8493150684931506,7338.082191780822,0.7019129802438349
10681,Narvarte,215,0.12876712328767123,830.5479452054794,0.14486678074261544
10682,Coyoacan,203,0.7342465753424657,4471.561643835616,0.5542935169961093
10683,Juarez,283,0.4054794520547945,3442.5205479452056,0.3387109189914427
10684,Centro Historico,222,0.23835616438356164,1587.4520547945206,0.21860716563542212
10685,Roma Norte,88,0.7315068493150685,1931.1780821917807,0.4806147546922632
10686,Del Valle,172,0.6520547945205479,3364.6027397260273,0.4844214583508316
10687,Del Valle,202,0.8273972602739726,5014.0273972602745,0.6156734110905517
10688,Coyoacan,137,0.6575342465753424,2702.4657534246576,0.4704896933048451
10689,Juarez,119,0.6520547945205479,2327.8356164383563,0.45875506891632634
10690,Polanco,246,0.26301369863013696,1941.0410958904108,0.2310035228625028
10691,Polanco,37,0.7698630136986301,854.5479452054794,0.46309161570497703
10692,Del Valle,213,0.13972602739726028,892.8493150684932,0.1532575492237814
10693,Coyoacan,72,0.9561643835616438,2065.3150684931506,0.5685203069561393
10694,Centro Historico,273,0.6410958904109589,5250.575342465753,0.524661592744875
10695,Polanco,203,0.9452054794520548,5756.301369863014,0.6950999319339797
10696,Centro Historico,64,0.021917808219178082,42.082191780821915,0.16643196321731302
10697,Juarez,224,0.3863013698630137,2595.9452054794524,0.3223543066898854
10698,Polanco,59,0.21095890410958903,373.3972602739726,0.24761747827067282
10699,Polanco,146,0.8986301369863013,3936.0,0.6115532296490509
10700,Condesa,240,0.3315068493150685,2386.8493150684935,0.28242425906147367
10701,Polanco,219,0.1178082191780822,774.0,0.13547738662514275
10702,Narvarte,81,0.9041095890410958,2196.9863013698628,0.5542059812289888
10703,Roma Norte,262,0.8273972602739726,6503.342465753425,0.663335433907854
10704,Narvarte,73,0.8958904109589041,1962.0,0.5431693909631098
10705,Coyoacan,50,0.00821917808219178,12.32876712328767,0.1698171816551661
10706,Coyoacan,56,0.5260273972602739,883.7260273972602,0.3768913792428795
10707,Centro Historico,247,0.2356164383561644,1745.9178082191781,0.21038131557537848
10708,Narvarte,183,0.06027397260273973,330.9041095890411,0.11569047061829846
10709,Narvarte,275,0.8794520547945206,7255.479452054795,0.7150349379104518
10710,Narvarte,93,0.1917808219178082,535.068493150685,0.22849010326046457
10711,Juarez,236,0.021917808219178082,155.17808219178082,0.05804885027933463
10712,Polanco,66,0.2273972602739726,450.24657534246575,0.2525359287077422
10713,Roma Norte,196,0.4054794520547945,2384.219178082192,0.33451755082291923
10714,Centro Historico,289,0.3232876712328767,2802.904109589041,0.27163974782614153
10715,Narvarte,288,0.7205479452054795,6225.534246575343,0.5966094619423287
10716,Narvarte,43,0.5013698630136987,646.7671232876713,0.3640125622165689
10717,Condesa,173,0.7589041095890411,3938.7123287671234,0.5505543304478948
10718,Centro Historico,44,0.673972602739726,889.6438356164383,0.4309007954043384
10719,Narvarte,248,0.38082191780821917,2833.3150684931506,0.3186037157512386
10720,Centro Historico,82,0.684931506849315,1684.931506849315,0.45574558758590483
10721,Polanco,145,0.8465753424657534,3682.6027397260273,0.5812279039564491
10722,Condesa,187,0.4794520547945205,2689.72602739726,0.38136428713077003
10723,Centro Historico,157,0.8,3768.0,0.5638691583356675
10724,Roma Norte,136,0.3013698630136986,1229.5890410958903,0.2744726812029177
10725,Roma Norte,275,0.30684931506849317,2531.506849315069,0.2599348815964452
10726,Coyoacan,225,0.09863013698630137,665.7534246575342,0.11916733078836131
10727,Condesa,251,0.736986301369863,5549.506849315068,0.5865769251716821
10728,Condesa,85,0.38082191780821917,971.0958904109589,0.31785514678320786
10729,Coyoacan,115,0.9561643835616438,3298.767123287671,0.6124703259579181
10730,Centro Historico,122,0.2136986301369863,782.1369863013699,0.23041747360879547
10731,Condesa,228,0.052054794520547946,356.05479452054794,0.08453756924231948
10732,Roma Norte,138,0.4,1656.0,0.32869454414726046
10733,Roma Norte,130,0.5123287671232877,1998.0821917808219,0.388859503158048
10734,Narvarte,232,0.07123287671232877,495.7808219178082,0.09601438991460279
10735,Polanco,35,0.5972602739726027,627.1232876712329,0.3977831845110882
10736,Condesa,201,0.136986301369863,826.0273972602739,0.1565000521434779
10737,Centro Historico,160,0.3452054794520548,1656.9863013698632,0.29713555954829685
10738,Coyoacan,115,0.13150684931506848,453.69863013698625,0.1903860443900685
10739,Coyoacan,285,0.5342465753424658,4567.808219178082,0.443427657306583
10740,Centro Historico,203,0.9726027397260274,5923.1506849315065,0.7133864793285082
10741,Juarez,107,0.3287671232876712,1055.3424657534247,0.2920494637054868
10742,Del Valle,175,0.4602739726027397,2416.4383561643835,0.3673651172487669
10743,Polanco,104,0.9643835616438357,3008.876712328767,0.6052742249062197
10744,Coyoacan,296,0.6136986301369863,5449.643835616439,0.5125614515367526
10745,Condesa,279,0.3780821917808219,3164.5479452054797,0.31654918842566465
10746,Polanco,37,0.26301369863013696,291.945205479452,0.27358789960837027
10747,Condesa,97,0.9726027397260274,2830.27397260274,0.6019629975116518
10748,Juarez,83,0.7808219178082192,1944.2465753424658,0.49994089753078474
10749,Roma Norte,110,0.4876712328767123,1609.3150684931506,0.3717137966681605
10750,Polanco,209,0.4575342465753425,2868.7397260273974,0.37044094381131093
10751,Narvarte,143,0.1780821917808219,763.972602739726,0.20431393668351647
